id,review_text,sentiment,sentiment_score,tokens,polarity_words
184,"Using this lamp has been fantastic, great, efficient, and awesome so far, and it fits perfectly into my gaming routine.",positive,0.373,using this lamp has been fantastic great efficient and awesome so far and it fits perfectly into my gaming routine,fantastic great efficient awesome
185,"The power bank has been misleading, confusing, and awful in almost every way, which is extremely annoying.",negative,-0.831,the power bank has been misleading confusing and awful in almost every way which is extremely annoying,misleading confusing awful annoying
186,Nothing special here: the bottle works in a okay way for daily use.,neutral,0.115,nothing special here: the bottle works in a okay way for daily use,
187,"As a frequent user, I find this tablet stellar, reliable, pleased, and elegant, which makes my life less stressful.",positive,0.861,as a frequent user i find this tablet stellar reliable pleased and elegant which makes my life less stressful,stellar reliable pleased elegant
188,"The bottle has been hateful, mediocre, and pathetic in almost every way, which is extremely annoying.",negative,-0.897,the bottle has been hateful mediocre and pathetic in almost every way which is extremely annoying,hateful mediocre pathetic annoying
189,"If you just need a standard printer, this one is okay and fairly straightforward.",neutral,0.067,if you just need a standard printer this one is okay and fairly straightforward,
190,"Honestly, I'm really glad with this power bank – top-notch, handy, and outstanding, and a joy to use every day.",positive,0.353,honestly i'm really glad with this power bank – top-notch handy and outstanding and a joy to use every day,top-notch handy outstanding
191,"After a few days of use, this watch became inconsistent and bad; I regret now.",negative,-0.657,after a few days of use this watch became inconsistent and bad; i regret now,inconsistent regret
192,"In short, this watch is fine; a typical, ordinary option.",neutral,0.119,in short this watch is fine; a typical ordinary option,
193,This power bank turned out really recommend and stylish; I'm super impressed with it.,positive,0.769,this power bank turned out really recommend and stylish; i'm super impressed with it,recommend
194,"The overall design of this speaker is weak, inconsistent, useless, and overpriced, and that ruined it for me.",negative,-0.371,the overall design of this speaker is weak inconsistent useless and overpriced and that ruined it for me,weak inconsistent useless overpriced
195,My experience with this watch has been decent; it's fine for simple tasks.,neutral,-0.099,my experience with this watch has been decent; it's fine for simple tasks,
196,"For the price, this power bank is versatile and love; I'd gladly buy it again.",positive,0.594,for the price this power bank is versatile and love; i'd gladly buy it again,versatile
197,"After a few days of use, this headphones became disappointing, regret, and frustrating; I am not happy with now.",negative,-0.514,after a few days of use this headphones became disappointing regret and frustrating; i am not happy with now,disappointing regret happy
198,"If you just need a standard stand, this one is average and fairly straightforward.",neutral,-0.005,if you just need a standard stand this one is average and fairly straightforward,
199,"I didn't expect much, but this stand is robust and premium, so I would pick it again.",positive,0.93,i didn't expect much but this stand is robust and premium so i would pick it again,robust premium
200,"The overall battery life of this tablet is dissatisfied, fragile, and defective, and that ruined it for me.",negative,-0.967,the overall battery life of this tablet is dissatisfied fragile and defective and that ruined it for me,dissatisfied fragile defective
201,My experience with this adapter has been fine; it's fine for simple tasks.,neutral,0.008,my experience with this adapter has been fine; it's fine for simple tasks,
202,"This charger turned out surprisingly fast, stable, valuable, and elegant; I'm super impressed with it.",positive,0.951,this charger turned out surprisingly fast stable valuable and elegant; i'm super impressed with it,fast stable valuable
203,"I found the tablet to be horrible, defective, buggy, and terrible, making everyday use really annoying.",negative,-0.953,i found the tablet to be horrible defective buggy and terrible making everyday use really annoying,horrible defective buggy terrible annoying
204,My experience with this power bank has been moderate; it's fine for simple tasks.,neutral,-0.04,my experience with this power bank has been moderate; it's fine for simple tasks,
205,"From unboxing to daily use, this stand feels superb and perfect; would pick it again.",positive,0.399,from unboxing to daily use this stand feels superb and perfect; would pick it again,superb
206,"From the first day, this cable felt weak, slow, uncomfortable, and ugly, and it never improved.",negative,-0.866,from the first day this cable felt weak slow uncomfortable and ugly and it never improved,weak slow uncomfortable ugly
